Gene,Label
14798,1
5338,1
16763,1
6728,1
15187,1
12798,1
10405,1
17521,1
5592,1
10916,1
17638,1
3598,1
1429,1
8522,1
17107,1
283,1
15975,1
4067,1
16052,1
9574,1
10799,1
3909,1
4395,1
13876,1
11603,1
945,1
17621,1
6839,1
1307,1
8165,1
8697,1
3461,1
16506,1
5524,1
7359,1
5673,1
14408,1
3726,1
3680,1
691,1
12238,1
16465,1
8417,1
8868,1
14250,1
1303,1
17261,1
1547,1
9869,1
13505,1
17558,1
16366,1
12018,1
17254,1
6535,1
2087,1
17607,1
16009,1
3082,1
9344,1
3993,1
9136,1
1381,1
8818,1
9310,1
13711,1
17242,1
9037,1
14036,1
6651,1
17676,1
7292,1
4634,1
17404,1
9202,1
14422,1
142,1
9138,1
465,1
7837,1
9067,1
5537,1
14108,1
4312,1
6616,1
17312,1
12835,1
13425,1
10496,1
12119,1
1936,1
14844,1
4385,1
17483,1
14835,1
10836,1
3661,1
1576,1
1033,1
8342,1
8773,1
8628,1
1545,1
14539,1
10546,1
5109,1
460,1
16443,1
11744,1
9459,1
16274,1
7007,1
17695,1
1369,1
299,1
16532,1
7249,1
1157,1
7456,1
12358,1
359,1
17029,1
17685,1
12719,1
7846,1
3897,1
8252,1
409,1
319,1
7917,1
8845,1
14713,1
11556,1
11220,1
11760,1
17584,1
17299,1
8217,1
15495,1
14166,1
15696,1
6560,1
12973,1
17645,1
17234,1
2401,1
17594,1
8770,1
6361,1
4767,1
3841,1
4673,1
404,1
7689,1
2356,1
2776,1
1245,1
17606,1
16589,1
3591,1
6208,1
6061,1
8822,1
9036,1
1225,1
666,1
1145,1
4957,1
2100,1
17603,1
14810,1
5781,1
3833,1
7448,1
1806,1
1662,1
509,1
11351,1
7794,1
7033,1
1765,1
13921,1
2755,1
1589,1
15887,1
10011,1
8646,1
15330,1
10863,1
6558,1
3755,1
9262,1
16119,1
9662,1
3921,1
7722,1
3692,1
9824,1
17279,1
8406,1
5516,1
4111,1
4779,1
14403,1
17786,1
10612,1
9604,1
6117,1
17705,1
10025,1
17577,1
13371,1
17644,1
10396,1
2375,1
2361,1
5814,1
10951,1
7380,1
16269,1
13722,1
13449,1
4328,1
17495,1
10076,1
1555,1
2943,1
992,1
17620,1
10531,1
11820,1
1661,1
2211,1
10613,1
17678,1
17009,1
8636,1
13054,1
17778,1
2491,1
11826,1
16936,1
2703,1
10026,1
7511,1
3697,1
6582,1
14992,1
3232,1
2975,1
11051,1
8864,1
9351,1
8000,1
14709,1
10494,1
17523,1
4539,1
17534,1
2426,1
9141,1
14417,1
3676,1
16214,1
8124,1
11304,1
15934,1
8024,1
15234,1
558,1
11688,1
2965,1
14091,1
13766,1
2105,1
2961,1
3645,1
7774,1
10252,1
13113,1
6817,1
13002,1
12367,1
4740,1
16941,1
4976,1
16091,1
8108,1
14877,1
6365,1
3542,1
16575,1
1863,1
7175,1
14387,1
17696,1
17560,1
9498,1
3798,1
11146,1
7553,1
14286,1
14785,1
9444,1
10268,1
4350,1
13824,1
3899,1
16380,1
8231,1
12605,1
8308,1
1252,1
9349,1
7673,1
9154,1
3505,1
599,1
11332,1
10731,1
3079,1
8658,1
16376,1
1970,1
16594,1
16028,1
11514,1
6152,1
1875,1
8667,1
6282,1
2879,1
7889,1
3946,1
10234,1
3761,1
13952,1
219,1
10882,1
11364,1
9380,1
6781,1
17323,1
4321,1
8801,1
12354,1
6348,1
17230,1
3263,1
11334,1
122,1
7352,1
1692,1
732,1
1059,1
6862,1
4300,1
713,1
474,1
13270,1
1792,1
7533,1
2779,1
12348,1
10330,1
9775,1
4612,1
3060,1
6761,1
11577,1
6840,1
206,1
16768,1
17703,1
11138,1
12676,1
14814,1
10284,1
16913,1
3838,1
4599,1
4280,1
15093,1
14864,1
1685,1
17593,1
37,1
8393,1
11998,1
4874,1
766,1
11097,1
3168,1
10051,1
10477,1
10489,1
1008,1
1073,1
7552,1
17288,1
9873,1
1897,1
6568,1
12371,1
7512,1
3057,1
8970,1
16473,1
480,1
10952,1
12041,1
3458,1
16309,1
17253,1
17578,1
13959,1
1542,1
1698,1
17066,1
5016,1
7994,1
16507,1
6381,1
3339,1
15774,1
7336,1
14543,1
4556,1
891,1
17694,1
11420,1
11671,1
2880,1
9169,1
5774,1
12842,1
7657,1
12233,1
7579,1
10369,1
16735,1
2383,1
10950,1
5702,1
1098,1
2204,1
15936,1
4499,1
7326,1
1127,1
7322,1
3619,1
986,1
2498,1
998,1
11031,1
7017,1
10225,1
5763,1
14041,1
7418,1
11193,1
15907,1
8272,1
17684,1
16159,1
3487,1
11077,1
15594,1
16308,1
12271,1
7929,1
17679,1
17068,1
1707,1
889,1
14238,1
11201,1
6013,1
17511,1
5399,1
6183,1
17614,1
315,1
8192,1
11401,1
16863,1
9847,1
13024,1
3587,1
2817,1
15902,1
86,0
330,0
648,0
760,0
784,0
1108,0
1196,0
1244,0
1306,0
1507,0
1516,0
1705,0
1728,0
1757,0
1919,0
2102,0
2149,0
2202,0
2244,0
2297,0
2442,0
2784,0
2986,0
3129,0
3201,0
3278,0
3291,0
3418,0
3570,0
3688,0
3754,0
3783,0
3826,0
4368,0
4400,0
4520,0
4572,0
4577,0
4590,0
4822,0
5066,0
5088,0
5092,0
5185,0
5249,0
5332,0
6075,0
6159,0
6187,0
6214,0
6369,0
6392,0
6467,0
6489,0
6495,0
6831,0
6873,0
7100,0
7195,0
7218,0
7347,0
7412,0
7861,0
7869,0
8032,0
8047,0
8253,0
8370,0
8437,0
8644,0
8852,0
9019,0
9039,0
9128,0
9223,0
9515,0
9945,0
10147,0
10243,0
10551,0
10587,0
10763,0
11110,0
11157,0
11195,0
11249,0
11422,0
11581,0
11784,0
11816,0
12005,0
12029,0
12160,0
12227,0
12254,0
12302,0
12334,0
12570,0
12699,0
12881,0
13018,0
13129,0
13466,0
13469,0
13492,0
13508,0
13970,0
14351,0
14450,0
14681,0
14923,0
15382,0
15658,0
15741,0
16076,0
16266,0
16295,0
16517,0
16524,0
16865,0
16870,0
17203,0
17298,0
17374,0
17418,0
17296,0
8929,0
16554,0
4606,0
10483,0
4303,0
12529,0
4573,0
8848,0
7444,0
6052,0
17392,0
12641,0
7145,0
8274,0
7299,0
16006,0
4778,0
16060,0
13995,0
7826,0
9261,0
1762,0
15199,0
13977,0
11328,0
9468,0
7493,0
10956,0
12049,0
13615,0
14280,0
13297,0
5244,0
4080,0
6526,0
16206,0
14758,0
6384,0
569,0
7019,0
2261,0
11777,0
7745,0
13287,0
7954,0
14049,0
13383,0
6476,0
14470,0
9482,0
7119,0
15266,0
5937,0
11802,0
2835,0
8229,0
8260,0
4844,0
14687,0
15849,0
16511,0
13316,0
6440,0
5472,0
15967,0
7389,0
2744,0
8749,0
4830,0
11622,0
7462,0
3824,0
9105,0
14623,0
2367,0
682,0
6301,0
17104,0
13786,0
2847,0
6895,0
9559,0
5907,0
1061,0
10581,0
17052,0
4244,0
6066,0
15896,0
10064,0
5422,0
3874,0
12576,0
5328,0
4100,0
12381,0
1880,0
5037,0
4931,0
15070,0
9324,0
10315,0
13851,0
16499,0
17435,0
9809,0
6573,0
12025,0
1296,0
2531,0
8334,0
1443,0
3561,0
1986,0
9493,0
8416,0
2133,0
17233,0
14628,0
4061,0
3136,0
3637,0
14896,0
3407,0
10446,0
12921,0
7454,0
6426,0
469,0
1830,0
3126,0
8293,0
9710,0
7604,0
7504,0
3779,0
5515,0
7802,0
11123,0
2956,0
5485,0
16278,0
16252,0
16795,0
5259,0
15723,0
3117,0
3991,0
5465,0
6278,0
11746,0
3145,0
4347,0
828,0
7786,0
4358,0
7005,0
4133,0
17840,0
5685,0
5547,0
787,0
8903,0
7877,0
17492,0
8399,0
540,0
7916,0
4356,0
10338,0
4736,0
12974,0
11254,0
10566,0
10525,0
15217,0
14263,0
5269,0
3308,0
7304,0
8285,0
9056,0
9072,0
15874,0
1122,0
521,0
15347,0
671,0
4749,0
13811,0
14459,0
7618,0
7153,0
12550,0
3503,0
301,0
7919,0
15484,0
4662,0
13911,0
13700,0
5056,0
4083,0
14697,0
5091,0
16817,0
15079,0
8430,0
9727,0
12748,0
9167,0
4446,0
2195,0
9778,0
11373,0
16277,0
5908,0
11008,0
1239,0
4655,0
1405,0
11389,0
9191,0
93,0
13815,0
17351,0
8915,0
17285,0
7009,0
8934,0
13965,0
16039,0
16541,0
2096,0
10395,0
11770,0
3944,0
11046,0
5979,0
4354,0
8753,0
9558,0
2415,0
4109,0
4163,0
6032,0
3346,0
1588,0
6632,0
7507,0
15227,0
7403,0
2916,0
43,0
6147,0
16615,0
5714,0
9666,0
360,0
17096,0
7681,0
3352,0
16262,0
11941,0
4826,0
5268,0
6950,0
13901,0
8055,0
12236,0
9936,0
7048,0
7443,0
4857,0
8682,0
7824,0
7843,0
13813,0
8942,0
16562,0
3062,0
10224,0
10216,0
13171,0
11762,0
8593,0
2710,0
126,0
7985,0
5284,0
11246,0
17,0
12270,0
3229,0
4452,0
17190,0
5314,0
10948,0
3392,0
8122,0
4251,0
3260,0
9134,0
6294,0
6417,0
11855,0
14749,0
7110,0
11798,0
2182,0
5959,0
11559,0
4489,0
11661,0
4327,0
1106,0
7804,0
15715,0
3468,0
10676,0
11544,0
2014,0
9651,0
9093,0
3466,0
2778,0
17220,0
13532,0
16600,0
2840,0
8159,0
8932,0
12177,0
6507,0
10595,0
8405,0
674,0
3374,0
3285,0
11431,0
15995,0
284,0
10232,0
2411,0
14054,0
13205,0
17260,0
15170,0
17514,0
10439,0
4596,0
10444,0
3526,0
12808,0
11645,0
5704,0
4387,0
14897,0
9071,0
11609,0
5726,0
2580,0
4240,0
15811,0
10156,0
10643,0
4627,0
860,0
7272,0
3864,0
15736,0
7646,0
4541,0
1440,0
13184,0
8146,0
17071,0
8583,0
11168,0
3834,0
4130,0
1922,0
7146,0
8398,0
16396,0
9978,0
14021,0
16899,0
12836,0
4977,0
5600,0
3225,0
11576,0
3354,0
9716,0
9926,0
12601,0
8850,0
14594,0
8061,0
10140,0
13390,0
5918,0
624,0
4605,0
7077,0
1974,0
1512,0
2090,0
6439,0
17221,0
12504,0
5499,0
14304,0
7643,0
8175,0
6449,0
3642,0
14104,0
4171,0
7257,0
16282,0
15844,0
12133,0
4073,0
3040,0
15016,0
15846,0
16035,0
10954,0
4843,0
8196,0
9369,0
9285,0
6193,0
716,0
2450,0
14127,0
7703,0
3048,0
2547,0
3710,0
10999,0
5992,0
10762,0
2126,0
11063,0
12372,0
4128,0
15706,0
7528,0
14658,0
2217,0
6319,0
1697,0
10261,0
9801,0
9003,0
10180,0
7276,0
8166,0
58,0
1653,0
1618,0
10990,0
519,0
10407,0
14400,0
8943,0
9313,0
7374,0
14477,0
7655,0
6515,0
3433,0
7219,0
2039,0
3816,0
6366,0
5889,0
6264,0
16753,0
4707,0
9416,0
9990,0
7935,0
6217,0
6167,0
4772,0
11843,0
14789,0
16992,0
14425,0
1198,0
10413,0
7952,0
8080,0
13161,0
15565,0
16079,0
11179,0
3398,0
6241,0
15074,0
6816,0
12263,0
2464,0
7544,0
18,0
8534,0
9473,0
8322,0
10931,0
8010,0
16408,0
7813,0
8796,0
9849,0
11706,0
483,0
7429,0
13379,0
841,0
10135,0
2556,0
14976,0
9263,0
11971,0
10092,0
10154,0
11040,0
3073,0
536,0
853,0
5902,0
7283,0
10624,0
9949,0
15921,0
6645,0
6888,0
17816,0
1322,0
741,0
5542,0
5252,0
4352,0
5387,0
10826,0
3641,0
9596,0
14008,0
5351,0
13895,0
10017,0
2054,0
12966,0
3655,0
17175,0
11071,0
12510,0
7864,0
12580,0
10205,0
6405,0
12597,0
4752,0
12122,0
14218,0
8500,0
6116,0
10191,0
619,0
11349,0
3514,0
1165,0
12102,0
6545,0
11695,0
9777,0
17787,0
2041,0
12300,0
630,0
13040,0
4734,0
911,0
14223,0
9789,0
3488,0
13134,0
8675,0
3244,0
746,0
14913,0
9059,0
17020,0
1309,0
2329,0
6854,0
3192,0
11733,0
4072,0
12804,0
9497,0
15173,0
13715,0
6634,0
5916,0
5126,0
3421,0
11834,0
3203,0
14657,0
625,0
7571,0
5813,0
6368,0
7723,0
8856,0
6347,0
11572,0
14327,0
9486,0
12142,0
6462,0
17225,0
