gene,score
CG31062,0.37912
CG13978,0.267022
CG13977,0.107856
CG13976,0.243225
CG31059,0.429184
CG31061,0.281142
CG5646,0.166689
CG5639,0.445984
CG18437,0.178537
CG12880,0.149238
CG12879,0.11208
CG5540,0.256409
CG12426,0.241566
CG5508,0.091572
CG4963,0.374464
CG1867,0.277449
CG10001,0.223122
CG1448,0.37345
CG1443,0.241424
CG11833,0.35812
CG11874,0.237621
CG14516,0.294205
CG14511,0.274181
CG11898,0.490741
CG14509,0.18887
CG14508,0.172178
CG1458,0.281135
CG11958,0.398463
CG2310,0.316644
CG2304,0.335011
CG7567,0.322629
CG1907,0.178898
CG12048,0.175883
CG18110,0.449641
CG7582,0.331146
CG15506,0.294533
CG7601,0.30851
CG7802,0.128355
CG7816,0.131445
CG31036,0.174638
CG7875,0.349463
CG15522,0.264964
CG31202,0.370767
CG7887,0.447937
CG7912,0.230908
CG7921,0.331266
CG9753,0.306248
CG31030,0.161531
CG15530,0.408983
CG9747,0.280559
CG15531,0.168133
CG13081,0.186456
CG10912,0.275232
CG17660,0.159088
CG9664,0.162063
CG2788,0.519144
CG9523,0.175774
CG6641,0.312798
CG7227,0.46223
CG8451,0.442023
CG13101,0.324653
CG5850,0.352324
CG13130,0.022906
CG5772,0.157644
CG4851,0.226968
CG16960,0.17618
CG18788,0.208714
CG17212,0.334465
CG31858,0.27948
CG12404,0.131219
CG9928,0.184498
CG16978,0.340077
CG18482,0.124747
CG13279,0.305364
CG31809,0.486802
CG31810,0.881958
CG31678,0.179298
CG33508,0.375324
CG8681,0.254959
CG10396,0.35466
CG17508,0.129703
CG30360,0.135368
CG2412,0.149815
CG1944,0.309269
CG30008,0.528166
CG30018,0.357119
CG12943,0.06289
CG7736,0.037752
CG13223,0.456237
CG12858,0.238512
CG8314,0.184902
CG8403,0.256577
CG5348,0.061664
CG10917,0.255519
CG4054,0.227215
CG30396,0.488275
CG12490,0.486273
CG9825,0.340768
CG30177,0.238551
CG3725,0.274575
CG13884,0.248298
CG32336,0.098761
CG1935,0.084025
CG13937,0.088094
CG12026,0.463484
CG12012,0.200264
CG32261,0.468632
CG18769,0.250399
CG5021,0.364907
CG12303,0.140334
CG32061,0.296469
CG6190,0.159635
CG7543,0.082181
CG7334,0.305361
CG3297,0.303648
CG7463,0.01
CG7945,0.370758
CG13445,0.440022
CG33989,0.693269
CG4753,0.483639
CG32159,0.169346
CG14089,0.137709
CG9452,0.435062
CG14187,0.157924
CG5976,0.251512
CG7370,0.443107
CG14666,0.362399
CG15581,0.205142
CG31513,0.189423
CG3066,0.032858
CG11735,0.23285
CG4089,0.143339
CG14716,0.426021
CG14872,0.08901
CG4316,0.299451
CG12753,0.38413
CG31235,0.285965
CG5077,0.276418
CG31507,0.231646
CG7000,0.29982
CG13420,0.302064
CG6656,0.191737
CG4775,0.307408
CG3488,0.161571
CG14031,0.495319
CG31913,0.113452
CG11326,0.237057
CG8460,0.01354
CG14069,0.275213
CG31743,0.099864
CG10721,0.24226
CG31619,0.203705
CG13748,0.149503
CG10843,0.060098
CG2269,0.133823
CG30042,0.366732
CG4812,0.278406
CG6305,0.404605
CG10816,0.340482
CG6953,0.133709
CG15092,0.194972
CG15101,0.23501
CG30142,0.408594
CG13422,0.258623
CG4372,0.499755
CG12491,0.576145
CG13560,0.414142
CG3832,0.317042
CG10810,0.246007
CG6956,0.565701
CG7201,0.286715
CG32077,0.229127
CG7350,0.511125
CG14568,0.131741
CG11370,0.296132
CG14661,0.147753
CG1077,0.466182
CG16749,0.270035
CG10148,0.355191
CG7362,0.186123
CG3054,0.177908
CG2121,0.19896
CG8370,0.146415
CG6845,0.425175
CG10616,0.421347
CG7330,0.447394
CG3337,0.533601
CG9935,0.275197
CG31795,0.214592
CG8455,0.415411
CG5996,0.132671
CG30156,0.436698
CG30043,0.102965
CG3879,0.333441
CG30071,0.595442
CG17453,0.071919
CG12298,0.444627
CG14487,0.467803
CG30401,0.108151
CG13538,0.281747
CG17662,0.369763
CG4871,0.187977
CG32257,0.13344
CG8539,0.278068
CG6327,0.193455
CG33264,0.469178
CG14077,0.194848
CG8743,0.01
CG14329,0.244454
CG10251,0.447322
CG7899,0.187246
CG15533,0.26511
CG31164,0.168655
CG17241,0.476121
CG31280,0.213057
CG5977,0.289365
CG31136,0.231744
CG5039,0.385857
CG4960,0.416192
CG8932,0.279323
CG8934,0.455093
CG14239,0.262539
CG6134,0.27922
CG11501,0.324805
CG7908,0.238997
CG15541,0.124439
CG2196,0.43414
CG2187,0.239705
CG11576,0.233519
CG11561,0.209514
CG3022,0.19955
CG13948,0.371635
CG4231,0.410972
CG15377,0.384698
CG9880,0.351287
CG15396,0.199259
CG11767,0.30536
CG13995,0.145679
CG11325,0.245692
CG13787,0.24119
CG13788,0.240498
CG13106,0.273255
CG14916,0.373779
CG16961,0.162816
CG5006,0.287119
CG5279,0.076489
CG15274,0.269883
CG17868,0.463296
CG12754,0.187891
CG14593,0.24992
CG1854,0.318832
CG1712,0.043534
CG30361,0.232069
CG8639,0.475496
CG1978,0.369392
CG12931,0.170197
CG33478,0.590338
CG12906,0.328817
CG11895,0.31038
CG13229,0.277177
CG13225,0.174891
CG13206,0.195461
CG12370,0.498488
CG17584,0.304682
CG8422,0.402956
CG6530,0.600006
CG30106,0.366578
CG15113,0.242471
CG16720,0.222013
CG30129,0.251024
CG12501,0.179194
CG13441,0.244564
CG13495,0.241616
CG30330,0.350989
CG9820,0.150827
CG3569,0.368243
CG17226,0.231309
CG30181,0.315768
CG33150,0.277019
CG13575,0.279395
CG4356,0.328791
CG13579,0.220574
CG17084,0.152458
CG17061,0.12388
CG6936,0.111277
CG13803,0.720686
CG8985,0.193932
CG9969,0.280416
CG2114,0.324872
CG18314,0.218352
CG17795,0.384238
CG12526,0.42803
CG14176,0.595693
CG33696,0.552641
CG14156,0.241387
CG7303,0.292038
CG5638,0.255763
CG10698,0.343865
CG17871,0.247307
CG9949,0.363415
CG9668,0.27882
CG13726,0.291735
CG7497,0.342634
CG13702,0.341798
CG7285,0.255309
CG8807,0.334713
CG7395,0.286628
CG7485,0.298796
CG1056,0.43198
CG10612,0.144386
CG10609,0.221782
CG11421,0.597389
CG1147,0.295481
CG7918,0.251681
CG7454,0.158632
CG17911,0.080609
CG11742,0.290752
CG31220,0.321394
CG7077,0.526114
CG10420,0.311554
CG7994,0.01
CG8007,0.140807
CG16755,0.193249
CG6515,0.199822
CG6965,0.206935
CG33976,0.360095
CG8795,0.100047
CG8784,0.239185
CG9918,0.36199
CG9652,0.251976
CG7665,0.256482
CG16766,0.263672
CG7431,0.028037
CG16740,0.425094
CG4550,0.265954
CG10888,0.376205
CG17916,0.395792
CG3856,0.222883
CG5911,0.251102
CG10823,0.289709
CG6706,0.261865
CG13417,0.200975
CG6919,0.383148
CG31120,0.360107
CG18741,0.270476
CG12073,0.087073
CG11318,0.227542
CG15556,0.068106
CG11144,0.233593
CG17885,0.380139
CG4322,0.324111
CG4313,0.143678
CG3206,0.299041
CG13758,0.288082
CG2872,0.514127
CG6986,0.592078
CG3171,0.214349
CG15779,0.271059
CG12796,0.35565
CG10759,0.447854
CG15371,0.26059
CG15302,0.020373
CG2061,0.256009
CG17867,0.324313
CG4395,0.283811
CG4187,0.119979
CG12697,0.332539
CG4521,0.325517
CG33639,0.414208
CG32547,0.248078
CG32540,0.408817
CG33517,0.370594
CG32825,0.510975
CG18859,0.47582
CG1670,0.216673
CG3051,0.291988
CG3078,0.194682
CG3772,0.263713
CG4168,0.431326
CG4875,0.412649
CG17998,0.01
CG13158,0.233352
CG5192,0.434803
CG5430,0.419701
CG3771,0.431091
CG11422,0.469562
CG15582,0.358944
CG10050,0.2419
CG1176,0.305235
CG3250,0.271251
CG12905,0.439601
CG30128,0.315534
CG13873,0.253381
CG13874,0.286566
CG17284,0.37997
CG6642,0.416008
CG13518,0.182879
CG11748,0.175761
CG18111,0.219763
CG16724,0.14798
CG10436,0.533279
CG1668,0.514153
CG10128,0.308898
CG5402,0.35011
CG9988,0.429194
CG31022,0.113321
CG12710,0.29077
CG2657,0.34872
CG11377,0.474704
CG12178,0.165359
CG4822,0.151586
CG3164,0.286301
CG17075,0.186115
CG11601,0.384058
CG3625,0.077294
CG11592,0.401604
CG11562,0.391887
CG11907,0.116982
CG4280,0.206311
CG4133,0.039251
CG11840,0.416194
CG11822,0.3134
CG2789,0.298104
CG2813,0.16523
CG3159,0.338269
CG15880,0.180342
CG3876,0.070385
CG3662,0.332003
CG3966,0.220579
CG4226,0.294537
CG4385,0.189867
CG4715,0.1528
CG4726,0.311962
CG5156,0.250142
CG31928,0.314952
CG31926,0.108101
CG12193,0.404944
CG31934,0.366683
CG18317,0.425623
CG31937,0.429733
CG17646,0.431332
CG31932,0.41641
CG31936,0.30993
CG31929,0.310732
CG31662,0.307855
CG31933,0.205253
CG31663,0.274176
CG7295,0.461024
CG10908,0.182925
CG7289,0.22754
CG15361,0.515044
CG4259,0.338
CG7263,0.347605
CG31668,0.076386
CG33124,0.139733
CG15385,0.20905
CG10880,0.458145
CG15386,0.215434
CG7082,0.306656
CG32463,0.181702
CG31682,0.290149
CG4267,0.19991
CG31949,0.192309
CG9870,0.295353
CG9887,0.137227
CG9964,0.419398
CG18559,0.320527
CG31690,0.348264
CG15398,0.39077
CG31689,0.147465
CG2855,0.325395
CG3057,0.231952
CG3139,0.3476
CG15400,0.26389
CG3131,0.256712
CG3123,0.339379
CG3119,0.235198
CG2975,0.337847
CG3117,0.239493
CG2983,0.086701
CG2991,0.256869
CG8814,0.2097
CG3059,0.261331
CG18642,0.270729
CG17223,0.127863
CG17257,0.381944
CG17262,0.252189
CG15403,0.511938
CG3332,0.223862
CG9663,0.380073
CG15406,0.398799
CG3277,0.217882
CG8837,0.425073
CG33281,0.354136
CG3285,0.382975
CG15408,0.249689
CG3327,0.118408
CG3304,0.150263
CG9662,0.360876
CG31776,0.318123
CG31956,0.447234
CG8852,0.248633
CG15418,0.032542
CG16713,0.391629
CG3604,0.423942
CG31777,0.208219
CG2822,0.329357
CG10019,0.288032
CG3399,0.180475
CG4099,0.310294
CG3352,0.121472
CG3702,0.475256
CG2969,0.150486
CG3652,0.319552
CG15431,0.01
CG15438,0.240975
CG15444,0.182383
CR33195,1.0
CG15629,0.519654
CG15627,0.330109
CG15626,0.205871
CG12194,0.361385
CG31660,0.193228
CG3036,0.236814
CG12787,0.189863
CG15624,0.247183
CG8885,0.124169
CG3792,0.321639
CG33113,0.403883
CG3887,0.202503
CG14040,0.258977
CG31651,0.311186
CG6081,0.336892
CG10833,0.159304
CG14032,0.379245
CG14024,0.203334
CG14028,0.36602
CG14021,0.322353
CG11020,0.026426
CG14020,0.257344
CG7382,0.425123
CG31989,0.518856
CG31648,0.076714
CG14015,0.275688
CG6992,0.177936
CG7234,0.2962
CG14010,0.155172
CG12511,0.387207
CG14007,0.06884
CG11149,0.359387
CG14006,0.362608
CG11147,0.251647
CG11029,0.134978
CG9171,0.657146
CG31644,0.226258
CG14004,0.29412
CG31645,0.244679
CG14000,0.244282
CG13999,0.07453
CG13998,0.292905
CG13992,0.323835
CG9064,0.042206
CG9078,0.487324
CG9093,0.207678
CG9092,0.318478
CG9159,0.467072
CG9175,0.288789
CG9227,0.186538
CG13988,0.393096
CG31640,0.25453
CG9481,0.242867
CG13984,0.266331
CG11567,0.039904
CG9499,0.437633
CG9501,0.380164
CG9526,0.323774
CG9536,0.306186
CG9539,0.270945
CG9550,0.375012
CG31637,0.380493
CG31911,0.280419
CG11319,0.407544
CG31634,0.331205
CG11098,0.423849
CG11328,0.355108
CG11327,0.296426
CG9258,0.108395
CG9261,0.292801
CG10806,0.393704
CG13772,0.30925
CG31628,0.118656
CG3476,0.257748
CG11289,0.486025
CG13780,0.090231
CG4675,0.241793
CG13786,0.504007
CG12789,0.393619
CG6739,0.141411
CG7068,0.11183
CG7075,0.184716
CG13793,0.418002
CG13794,0.50523
CG13795,0.328158
CG13796,0.375346
CG31904,0.479163
CG7216,0.54821
CG7203,0.29269
CG7149,0.093368
CG14536,0.432589
CG7115,0.17827
CG14537,0.273805
CG14532,0.487924
CG7231,0.176778
CG7228,0.355782
CG7367,0.159842
CG7586,0.259722
CG31605,0.48408
CG8673,0.240039
CG8668,0.560877
CG31900,0.309183
CG8486,0.316261
CG8475,0.251754
CG7870,0.296082
CG7851,0.065713
CG7840,0.429685
CG7830,0.238354
CG7806,0.272007
CG7781,0.181699
CG14275,0.070898
CG14274,0.393616
CG7778,0.266456
CG7627,0.147005
CG13392,0.270065
CG13393,0.361566
CG13384,0.31623
CG13386,0.224397
CG13089,0.262728
CG13091,0.238223
CG9289,0.03699
CG12438,0.224439
CG32987,0.321268
CG32983,0.333902
CG9483,0.268054
CG9494,0.369032
CG9496,0.31607
CG9520,0.305069
CG31886,0.174393
CG18088,0.361422
CG9552,0.193031
CG9555,0.431784
CG17906,0.288214
CG9564,0.292709
CG9568,0.383889
CG9582,0.147184
CG12439,0.180511
CG18241,0.177354
CG31609,0.212775
CG31887,0.391011
CG3747,0.23696
CG4450,0.095648
CG3763,0.235794
CG33298,0.483148
CG3841,0.255753
CG3881,0.243912
CG18660,0.358189
CG13116,0.158472
CG4105,0.197202
CG13121,0.383866
CG4128,0.103391
CG31880,0.349756
CG5885,0.539801
CG5853,0.238164
CG4722,0.37752
CG4758,0.19803
CG4778,0.069872
CG31714,0.158257
CG13129,0.300061
CG5722,0.281252
CG4908,0.322388
CG31720,0.319017
CG31717,0.294127
CG5385,0.295137
CG4972,0.159507
CG4995,0.155883
CG5037,0.34744
CG5022,0.187113
CG33304,0.217686
CG13140,0.3679
CG5091,0.388796
CG7384,0.154316
CG7400,0.513912
CG18302,0.414071
CG17105,0.251951
CG17107,0.249525
CG7294,0.192766
CG6750,0.131365
CG6737,0.096837
CG6495,0.392993
CG31869,0.451115
CG6627,0.413188
CG14070,0.250537
CG33129,0.332189
CG14915,0.264932
CG16854,0.109529
CG6230,0.280346
CG14925,0.27123
CG14928,0.473265
CG31705,0.056486
CG12602,0.01
CG14936,0.209763
CG31704,0.211982
CG14933,0.410556
CG6746,0.299296
CG5304,0.275701
CG17213,0.291946
CG31760,0.259307
CG31860,0.347995
CG6583,0.313031
CG6579,0.271783
CG6504,0.199824
CG5427,0.372617
CG5421,0.175066
CG6417,0.124459
CG17036,0.249353
CG12292,0.325752
CG6214,0.574714
CG5983,0.223039
CG17174,0.340986
CG17176,0.423055
CG17178,0.238151
CG5287,0.215536
CG31849,0.178799
CG5682,0.358493
CG31851,0.253804
CG31729,0.314601
CG15639,0.320596
CG16825,0.507966
CG16970,0.305818
CG16826,0.208564
CG9395,0.063689
CG16957,0.307202
CG9267,0.193025
CG4013,0.723597
CG31847,0.34624
CG16852,0.123009
CG16853,0.342818
CG7147,0.429045
CG9254,0.185131
CG18507,0.243934
CG31814,0.248636
CG31813,0.322876
CG7364,0.26331
CG31731,0.400868
CG31765,0.15231
CG8864,0.25033
CG16880,0.417059
CG32975,0.327691
CG32972,0.451601
CG7480,0.08492
CG3478,0.323098
CG4220,0.109195
CG15282,0.424825
CG12636,0.245694
CG4701,0.0757
CG15279,0.383108
CG4480,0.220807
CG15278,0.201917
CG15277,0.220217
CG4482,0.129237
CG11142,0.287321
CG13135,0.115999
CG17632,0.211844
CG1921,0.383407
CG9741,0.190248
CG5993,0.178661
CG17896,0.248699
CG12311,0.263297
CG2713,0.02515
CG2759,0.285644
CG6903,0.158658
CG4020,0.230011
CG3367,0.432582
CG1560,0.383523
CG15335,0.554972
CG12127,0.271597
CG11709,0.320155
CG9355,0.249426
CG10617,0.15034
CG1517,0.394053
CG9906,0.187507
CG9634,0.409811
CG9623,0.35722
CG6816,0.078359
CG7537,0.396878
CG11937,0.202765
CG17131,0.223772
CG10118,0.282056
CG10184,0.206386
CG10237,0.194941
CG10245,0.186634
CG10247,0.340621
CG10253,0.166213
CG10593,0.378452
CG10657,0.087789
CG10697,0.283894
CG10842,0.121046
CG11143,0.314804
CG11390,0.255552
CG11407,0.281123
CG33160,0.371644
CG11853,0.625806
CG11854,0.252683
CG11889,0.608616
CG11891,0.549439
CG11956,0.3952
CG11992,0.483206
CG12256,0.282166
CG1242,0.329146
CG12529,0.249124
CG12532,0.357518
CG12855,0.147832
CG13305,0.241882
CG13388,0.351116
CG14027,0.315183
CG14029,0.198632
CG14527,0.339128
CG14996,0.280994
CG15093,0.19487
CG15162,0.175272
CG15437,0.196739
CG15828,0.299281
CG1583,0.544719
CG1689,0.176512
CG12019,0.33616
CG18647,0.403945
CG4581,0.385018
CG4565,0.163614
CG5183,0.369723
CG3699,0.462897
CG1771,0.273034
CG13421,0.262083
CG8956,0.308656
CG9097,0.534484
CG1435,0.412301
CG5229,0.173561
CG1555,0.157344
CG11387,0.195517
CG6667,0.279353
CG13387,0.116171
CG14941,0.332812
CG2041,0.276811
CG10385,0.363452
CG4003,0.226352
CG2155,0.170451
CG32437,0.268042
CG33306,0.33
CG8160,0.29461
CG16910,0.01
CG17100,0.262047
CG17189,0.113186
CG17386,0.515995
CG17524,0.208325
CG17596,0.350197
CG18372,0.465884
CG18466,0.138071
CG18740,0.227823
CG1982,0.412659
CG2048,0.247719
CG2647,0.012415
CG2650,0.124024
CG2762,0.260736
CG3064,0.226304
CG31362,0.463596
CG31034,0.28438
CG31326,0.224404
CG3174,0.250396
CG3234,0.074712
CG3331,0.286529
CG3461,0.227184
CG3618,0.461798
CG4049,0.159649
CG4088,0.117028
CG4183,0.205298
CG4205,0.365557
CG4336,0.306866
CG4379,0.314631
CG4684,0.054518
CG4723,0.195589
CG4920,0.103405
CG5248,0.172701
CG5345,0.273764
CG5576,0.261031
CG5798,0.556314
CG5974,0.01
CG6103,0.126723
CG6203,0.214821
CG6730,0.23698
CG6755,0.237765
CG6871,0.146136
CG7002,0.069759
CG7079,0.278509
CG7106,0.451541
CG32544,0.28131
CG7322,0.221841
CG7391,0.181528
CG7592,0.341151
CG7672,0.249449
CG7729,0.355172
CG7811,0.194534
CG7828,0.366296
CG8024,0.29424
CG8147,0.360941
CG8208,0.096825
CG8343,0.317853
CG8462,0.279663
CG8550,0.379795
CG8597,0.155701
CG8604,0.252524
CG8643,0.193389
CG8727,0.289105
CG8772,0.077585
CG9120,0.425393
CG9239,0.365086
CG9285,0.36163
CG9363,0.115935
CG9377,0.336659
CG33109,0.389825
CG9649,0.268448
CG9699,0.205119
CG9701,0.355461
CG9748,0.140485
CG9908,0.31429
CG33101,0.296518
CG6518,0.369288
CG4063,0.277431
CG9885,0.246827
CG2621,0.249428
CG1451,0.275387
CG7926,0.51421
CG5201,0.29169
CG17019,0.215902
CG4620,0.083099
CG6582,0.255817
CG3821,0.274008
CG10506,0.297594
CG11471,0.198168
CG5353,0.141874
CG4032,0.156631
CG14637,0.382114
CG3796,0.284783
CG8819,0.623343
CG9244,0.243846
CG10297,0.21689
CG12051,0.10052
CG4027,0.364676
CG7478,0.243837
CG5178,0.20542
CG4376,0.313583
CG12598,0.531268
CG9127,0.484311
CG3989,0.186783
CG15845,0.308779
CG5683,0.38959
CG15010,0.294829
CG4006,0.131741
CG1070,0.309394
CG6438,0.404642
CG3166,0.073044
CG10261,0.273473
CG5393,0.011925
CG10571,0.207819
CG6741,0.218657
CG1793,0.203117
CG3935,0.31508
CG11579,0.224086
CG6677,0.077978
CG6875,0.158091
CG4426,0.366512
CG8787,0.01
CG7508,0.212706
CG2210,0.251074
CG9102,0.301288
CG13425,0.329282
CG7902,0.254012
CG5055,0.260505
CG6500,0.06533
CG4846,0.453735
CG18319,0.356948
CG5206,0.261207
CG10021,0.01
CG9653,0.067972
CG5461,0.413481
CG7260,0.197974
CG1759,0.311799
CG2534,0.293105
CG33979,0.486792
CG12230,0.218885
CG2102,0.178759
CG10605,0.09159
CG8367,0.481971
CG3937,0.287065
CG5686,0.376732
CG2125,0.25906
CG5067,0.36528
CG11949,0.337981
CG2530,0.277621
CG8669,0.236681
CG7595,0.184364
CG2714,0.330548
CG14938,0.149444
CG15671,0.174156
CG5893,0.504353
CG9745,0.286758
CG4952,0.28524
CG13375,0.304304
CG2189,0.372017
CG6539,0.328824
CG12028,0.291486
CG10798,0.105614
CG9696,0.301574
CG8704,0.367242
CG1897,0.313992
CG9019,0.473327
CG11094,0.339631
CG5799,0.151207
CG2711,0.119971
CG3929,0.168924
CG1765,0.22961
CG7383,0.214473
CG9946,0.28617
CG4153,0.442009
CG4035,0.203197
CG8127,0.176078
CG2988,0.218231
CG7404,0.376904
CG3758,0.171723
CG3114,0.295393
CG8933,0.234304
CG1464,0.234661
CG9554,0.28481
CG10488,0.268013
CG5424,0.105782
CG1945,0.351996
CG10002,0.519564
CG1484,0.108022
CG2096,0.555161
CG2047,0.184157
CG4059,0.318256
CG12245,0.103796
CG4012,0.51447
CG6975,0.329918
CG9206,0.124526
CG8384,0.338849
CG7952,0.023697
CG5460,0.238881
CG6494,0.06805
CG9786,0.242195
CG4353,0.577746
CG10293,0.331351
CG1864,0.203364
CG16902,0.418107
CG7199,0.426554
CG8293,0.319632
CG8625,0.229121
CG13201,0.40057
CG33956,0.341908
CG4717,0.074054
CG3340,0.339388
CG12008,0.206894
CG3228,0.303868
CG10988,0.043677
CG10655,0.235262
CG10922,0.145933
CG1264,0.37177
CG6944,0.212765
CG11770,0.174971
CG8440,0.161962
CG11525,0.502115
CG1775,0.159501
CG14228,0.400714
CG17927,0.252533
CG2674,0.259859
CG11680,0.2272
CG3060,0.250369
CG5099,0.113308
CG8631,0.01
CG16973,0.366067
CG15319,0.223986
CG7892,0.200867
CG11614,0.233095
CG4491,0.281307
CG6246,0.319721
CG3779,0.355174
CG12154,0.403014
CG7467,0.205659
CG10901,0.321864
CG3479,0.148477
CG6716,0.10733
CG17964,0.116067
CG12212,0.177809
CG4001,0.125507
CG17743,0.285719
CG11084,0.308803
CG3978,0.232067
CG8705,0.312183
CG17077,0.12577
CG17228,0.3198
CG7850,0.01
CG11518,0.205091
CG1167,0.108366
CG10966,0.331063
CG11111,0.217831
CG6348,0.236852
CG10393,0.098273
CG9774,0.226882
CG15811,0.359342
CG1849,0.480149
CG6464,0.276726
CG9495,0.441556
CG1030,0.55805
CG7113,0.289719
CG18102,0.157499
CG13701,0.179726
CG1641,0.387187
CG9985,0.322185
CG4200,0.177659
CG3956,0.418555
CG11121,0.282878
CG8078,0.24279
CG7793,0.362713
CG7847,0.255905
CG4659,0.498335
CG3647,0.035467
CG3497,0.240022
CG11049,0.299366
CG11502,0.461232
CG14425,0.865187
CG18350,0.823209
CG1378,0.194717
CG8987,0.32914
CG12284,0.194438
CG4104,0.147105
CG1374,0.444219
CG2956,0.146432
CG4380,0.252006
CG3524,0.354226
CG3506,0.180893
CG7893,0.234258
CG3830,0.39203
