Gene,Label
GENE_4874,1
GENE_766,1
GENE_11097,1
GENE_3168,1
GENE_10051,1
GENE_10477,1
GENE_10489,1
GENE_1008,1
GENE_1073,1
GENE_7552,1
GENE_17288,1
GENE_9873,1
GENE_1897,1
GENE_6568,1
GENE_12371,1
GENE_7512,1
GENE_3057,1
GENE_8970,1
GENE_16473,1
GENE_480,1
GENE_10952,1
GENE_12041,1
GENE_3458,1
GENE_16309,1
GENE_17253,1
GENE_17578,1
GENE_13959,1
GENE_1542,1
GENE_1698,1
GENE_17066,1
GENE_5016,1
GENE_7994,1
GENE_16507,1
GENE_6381,1
GENE_3339,1
GENE_15774,1
GENE_7336,1
GENE_14543,1
GENE_4556,1
GENE_891,1
GENE_17694,1
GENE_11420,1
GENE_11671,1
GENE_2880,1
GENE_9169,1
GENE_5774,1
GENE_12842,1
GENE_7657,1
GENE_12233,1
GENE_7579,1
GENE_10369,1
GENE_16735,1
GENE_2383,1
GENE_10950,1
GENE_5702,1
GENE_1098,1
GENE_2204,1
GENE_15936,1
GENE_4499,1
GENE_7326,1
GENE_1127,1
GENE_7322,1
GENE_3619,1
GENE_986,1
GENE_2498,1
GENE_998,1
GENE_11031,1
GENE_7017,1
GENE_10225,1
GENE_5763,1
GENE_14041,1
GENE_7418,1
GENE_11193,1
GENE_15907,1
GENE_8272,1
GENE_17684,1
GENE_16159,1
GENE_3487,1
GENE_11077,1
GENE_15594,1
GENE_16308,1
GENE_12271,1
GENE_7929,1
GENE_17679,1
GENE_17068,1
GENE_1707,1
GENE_889,1
GENE_14238,1
GENE_11201,1
GENE_6013,1
GENE_17511,1
GENE_5399,1
GENE_6183,1
GENE_17614,1
GENE_315,1
GENE_8192,1
GENE_11401,1
GENE_16863,1
GENE_9847,1
GENE_13024,1
GENE_3587,1
GENE_2817,1
GENE_15902,1
GENE_14573,0
GENE_2992,0
GENE_510,0
GENE_3329,0
GENE_827,0
GENE_15881,0
GENE_7834,0
GENE_9514,0
GENE_793,0
GENE_3381,0
GENE_7612,0
GENE_1358,0
GENE_2632,0
GENE_6621,0
GENE_2945,0
GENE_5436,0
GENE_14463,0
GENE_3211,0
GENE_10349,0
GENE_9005,0
GENE_8265,0
GENE_7407,0
GENE_14911,0
GENE_9620,0
GENE_13074,0
GENE_17793,0
GENE_4525,0
GENE_14669,0
GENE_7277,0
GENE_2475,0
GENE_3055,0
GENE_9813,0
GENE_14820,0
GENE_1148,0
GENE_3317,0
GENE_13616,0
GENE_10381,0
GENE_2086,0
GENE_5719,0
GENE_12153,0
GENE_8228,0
GENE_13207,0
GENE_13154,0
GENE_8115,0
GENE_1158,0
GENE_1648,0
GENE_5071,0
GENE_8255,0
GENE_3146,0
GENE_8591,0
GENE_6296,0
GENE_2702,0
GENE_4998,0
GENE_12498,0
GENE_9102,0
GENE_6196,0
GENE_10885,0
GENE_13517,0
GENE_3815,0
GENE_1533,0
GENE_6267,0
GENE_1907,0
GENE_16715,0
GENE_15612,0
GENE_4640,0
GENE_15144,0
GENE_6685,0
GENE_9654,0
GENE_17656,0
GENE_11878,0
GENE_6018,0
GENE_3068,0
GENE_5604,0
GENE_4071,0
GENE_3334,0
GENE_1614,0
GENE_9413,0
GENE_16734,0
GENE_17547,0
GENE_2874,0
GENE_6612,0
GENE_4726,0
GENE_9433,0
GENE_829,0
GENE_3760,0
GENE_1941,0
GENE_7546,0
GENE_10638,0
GENE_7193,0
GENE_11988,0
GENE_6110,0
GENE_7965,0
GENE_586,0
GENE_16835,0
GENE_11272,0
GENE_2972,0
GENE_5943,0
GENE_1174,0
GENE_9851,0
GENE_16021,0
GENE_16273,0
GENE_14464,0
GENE_7419,0
GENE_17484,0
GENE_13249,0
GENE_8306,0
GENE_13840,0
GENE_4451,0
GENE_12919,0
GENE_11794,0
GENE_14848,0
GENE_15856,0
GENE_1388,0
GENE_15291,0
GENE_11493,0
GENE_4927,0
GENE_12285,0
GENE_10207,0
GENE_7808,0
GENE_10781,0
GENE_677,0
GENE_13684,0
GENE_3575,0
GENE_14272,0
GENE_13321,0
GENE_16110,0
GENE_5905,0
GENE_2510,0
GENE_10987,0
GENE_2595,0
GENE_6527,0
GENE_5632,0
GENE_7494,0
GENE_1409,0
GENE_6472,0
GENE_15734,0
GENE_6496,0
GENE_13631,0
GENE_12753,0
GENE_6111,0
GENE_1629,0
GENE_4262,0
GENE_755,0
GENE_14266,0
GENE_15549,0
GENE_7453,0
GENE_3484,0
GENE_9917,0
GENE_17590,0
GENE_8156,0
GENE_858,0
GENE_5122,0
GENE_12055,0
GENE_10472,0
GENE_17649,0
GENE_2320,0
GENE_8985,0
GENE_10149,0
GENE_9577,0
GENE_5411,0
GENE_16946,0
GENE_9172,0
GENE_2331,0
GENE_1708,0
GENE_13436,0
GENE_4501,0
GENE_3385,0
GENE_17137,0
GENE_4225,0
GENE_6576,0
GENE_8821,0
GENE_17361,0
GENE_7458,0
GENE_3366,0
GENE_17171,0
GENE_9570,0
GENE_11897,0
GENE_572,0
GENE_6154,0
GENE_4360,0
GENE_2284,0
GENE_1299,0
GENE_9170,0
GENE_4343,0
GENE_1929,0
GENE_14607,0
GENE_8592,0
GENE_1387,0
GENE_8815,0
GENE_4515,0
GENE_8488,0
GENE_13308,0
GENE_8777,0
GENE_6043,0
GENE_5479,0
GENE_5047,0
GENE_16583,0
GENE_13953,0
GENE_16140,0
GENE_1267,0
GENE_334,0
GENE_3337,0
GENE_9238,0
GENE_4486,0
GENE_11608,0
GENE_3828,0
GENE_531,0
GENE_3625,0
GENE_1392,0
GENE_9217,0
GENE_11986,0
GENE_1775,0
GENE_5539,0
GENE_16261,0
GENE_11369,0
GENE_6581,0
GENE_11276,0
GENE_5839,0
GENE_16935,0
GENE_16397,0
GENE_2428,0
GENE_9551,0
GENE_6628,0
GENE_11472,0
GENE_5098,0
GENE_9079,0
GENE_505,0
GENE_2057,0
GENE_1842,0
GENE_4264,0
GENE_14312,0
GENE_17561,0
GENE_8572,0
GENE_1275,0
GENE_10059,0
GENE_10906,0
GENE_14233,0
GENE_17661,0
GENE_14301,0
GENE_1927,0
GENE_1982,0
GENE_10138,0
GENE_4201,0
GENE_9954,0
GENE_7708,0
GENE_5570,0
GENE_1600,0
