Gene,Score
GENE_9136,0.471069
GENE_1381,0.471052
GENE_8818,0.470986
GENE_9310,0.470961
GENE_13711,0.470911
GENE_17242,0.470805
GENE_9037,0.470647
GENE_14036,0.470224
GENE_6651,0.470201
GENE_17676,0.47005
GENE_7292,0.469665
GENE_4634,0.469622
GENE_17404,0.469618
GENE_9202,0.469345
GENE_14422,0.469164
GENE_142,0.469046
GENE_9138,0.469042
GENE_465,0.46898
GENE_7837,0.468724
GENE_9067,0.468573
GENE_5537,0.468509
GENE_14108,0.468423
GENE_4312,0.46841
GENE_6616,0.467856
GENE_17312,0.467755
GENE_12835,0.467732
GENE_13425,0.467729
GENE_10496,0.46718
GENE_12119,0.467119
GENE_1936,0.467094
GENE_14844,0.467045
GENE_4385,0.466994
GENE_17483,0.466736
GENE_14835,0.466696
GENE_10836,0.466552
GENE_3661,0.466506
GENE_1576,0.4665
GENE_1033,0.466325
GENE_8342,0.466254
GENE_8773,0.465912
GENE_8628,0.465814
GENE_1545,0.465731
GENE_14539,0.465722
GENE_10546,0.465635
GENE_5109,0.465493
GENE_460,0.465318
GENE_16443,0.465031
GENE_11744,0.464871
GENE_9459,0.46483
GENE_16274,0.464824
GENE_7007,0.464582
GENE_17695,0.46453
GENE_1369,0.464515
GENE_299,0.464394
GENE_16532,0.464344
GENE_7249,0.464301
GENE_1157,0.464227
GENE_7456,0.463559
GENE_12358,0.463532
GENE_359,0.463303
GENE_17029,0.463215
GENE_17685,0.462894
GENE_12719,0.462593
GENE_7846,0.46249
GENE_3897,0.462477
GENE_8252,0.462456
GENE_409,0.462412
GENE_319,0.462216
GENE_7917,0.462163
GENE_8845,0.462099
GENE_14713,0.461773
GENE_11556,0.461732
GENE_11220,0.46168
GENE_11760,0.461601
GENE_17584,0.461411
GENE_17299,0.461209
GENE_8217,0.46113
GENE_15495,0.461034
GENE_14166,0.460694
GENE_15696,0.460586
GENE_6560,0.46053
GENE_12973,0.460509
GENE_17645,0.460402
GENE_17234,0.459975
GENE_2401,0.459972
GENE_17594,0.459964
GENE_8770,0.459941
GENE_6361,0.459822
GENE_4767,0.459794
GENE_3841,0.459584
GENE_4673,0.45932
GENE_404,0.459239
GENE_7689,0.459109
GENE_2356,0.458954
GENE_2776,0.458844
GENE_1245,0.458837
GENE_17606,0.458824
GENE_16589,0.458626
GENE_3591,0.458605
GENE_6208,0.458471
GENE_6061,0.458266
GENE_8822,0.457778
GENE_9036,0.457734
GENE_1225,0.457675
GENE_666,0.45754
GENE_1145,0.457526
GENE_4957,0.457507
GENE_2100,0.457408
GENE_17603,0.457128
GENE_14810,0.456995
GENE_5781,0.456823
GENE_3833,0.456791
GENE_7448,0.456422
GENE_1806,0.456252
GENE_1662,0.45615
GENE_509,0.456075
GENE_11351,0.456042
GENE_7794,0.455985
GENE_7033,0.455781
GENE_1765,0.45575
GENE_13921,0.455659
GENE_2755,0.455654
GENE_1589,0.455621
GENE_15887,0.455481
GENE_10011,0.455451
GENE_8646,0.455419
GENE_15330,0.45541
GENE_10863,0.455409
GENE_6558,0.455382
GENE_3755,0.455297
GENE_9262,0.455207
GENE_16119,0.455151
GENE_9662,0.455125
GENE_3921,0.454981
GENE_7722,0.454871
GENE_3692,0.454686
GENE_9824,0.454565
GENE_17279,0.454494
GENE_8406,0.454448
GENE_5516,0.454218
GENE_4111,0.454208
GENE_4779,0.454207
GENE_14403,0.454035
GENE_17786,0.454027
GENE_10612,0.454013
GENE_9604,0.453721
GENE_6117,0.453587
GENE_17705,0.453564
GENE_10025,0.453553
GENE_17577,0.453447
GENE_13371,0.453116
GENE_17644,0.452757
GENE_10396,0.452682
GENE_2375,0.452431
GENE_2361,0.452361
GENE_5814,0.452259
GENE_10951,0.452217
GENE_7380,0.452069
GENE_16269,0.45192
GENE_13722,0.451781
GENE_13449,0.451778
GENE_4328,0.451528
GENE_17495,0.451368
GENE_10076,0.451355
GENE_1555,0.451339
GENE_2943,0.451227
GENE_992,0.45102
GENE_17620,0.451007
GENE_10531,0.450847
GENE_11820,0.450641
GENE_1661,0.450609
GENE_2211,0.450547
GENE_10613,0.450442
GENE_17678,0.450309
GENE_17009,0.450295
GENE_8636,0.450243
GENE_13054,0.450192
GENE_17778,0.450024
GENE_2491,0.449567
GENE_11826,0.449412
GENE_16936,0.449338
GENE_2703,0.449252
GENE_10026,0.449209
GENE_7511,0.449204
GENE_3697,0.449155
GENE_6582,0.449137
GENE_14992,0.448888
GENE_3232,0.448728
GENE_2975,0.448706
GENE_11051,0.448568
GENE_8864,0.448538
GENE_9351,0.44837
GENE_8000,0.448363
GENE_14709,0.448337
GENE_10494,0.448247
GENE_17523,0.44819
GENE_4539,0.447983
GENE_17534,0.447661
GENE_2426,0.447644
GENE_9141,0.447408
GENE_14417,0.447258
GENE_3676,0.447254
GENE_16214,0.447252
GENE_8124,0.447234
GENE_11304,0.446876
GENE_15934,0.446845
GENE_8024,0.446692
GENE_15234,0.446607
GENE_558,0.446473
GENE_11688,0.446355
GENE_2965,0.446259
GENE_14091,0.446207
GENE_13766,0.445968
GENE_2105,0.445835
GENE_2961,0.445416
GENE_3645,0.445326
GENE_7774,0.445311
GENE_10252,0.445306
GENE_13113,0.445294
GENE_6817,0.445292
GENE_13002,0.445193
GENE_12367,0.444896
GENE_4740,0.444834
GENE_16941,0.444733
GENE_4976,0.44452
GENE_16091,0.444358
GENE_8108,0.444353
GENE_14877,0.444258
GENE_6365,0.444225
GENE_3542,0.444122
GENE_16575,0.444016
GENE_1863,0.443893
GENE_7175,0.443858
GENE_14387,0.443809
GENE_17696,0.443802
GENE_17560,0.443677
GENE_9498,0.443586
GENE_3798,0.443515
GENE_11146,0.443384
GENE_7553,0.443336
GENE_14286,0.442927
GENE_14785,0.442635
GENE_9444,0.442629
GENE_10268,0.442351
GENE_4350,0.442345
GENE_13824,0.442222
GENE_3899,0.442037
GENE_16380,0.441928
GENE_8231,0.441861
GENE_12605,0.441729
GENE_8308,0.441726
GENE_1252,0.441403
GENE_9349,0.441269
GENE_7673,0.441201
GENE_9154,0.441161
GENE_3505,0.441142
GENE_599,0.440942
GENE_11332,0.440749
GENE_10731,0.440609
GENE_3079,0.440414
GENE_8658,0.440256
GENE_16376,0.440191
GENE_1970,0.440119
GENE_16594,0.440089
GENE_16028,0.440083
GENE_11514,0.440065
GENE_6152,0.440027
GENE_1875,0.439988
GENE_8667,0.439904
GENE_6282,0.439873
GENE_2879,0.439793
GENE_7889,0.439789
GENE_3946,0.439777
GENE_10234,0.439764
GENE_3761,0.439729
GENE_13952,0.439689
GENE_219,0.439679
GENE_10882,0.439612
GENE_11364,0.439551
GENE_9380,0.439515
GENE_6781,0.439219
GENE_17323,0.439084
GENE_4321,0.439044
GENE_8801,0.438928
GENE_12354,0.438928
GENE_6348,0.438844
GENE_17230,0.438786
GENE_3263,0.438769
GENE_11334,0.438763
GENE_122,0.438619
GENE_7352,0.438575
GENE_1692,0.438459
GENE_732,0.438202
GENE_1059,0.438116
GENE_6862,0.437987
GENE_4300,0.437915
GENE_713,0.43768
GENE_474,0.437617
GENE_13270,0.437523
GENE_1792,0.43733
GENE_7533,0.437107
GENE_2779,0.437097
GENE_12348,0.437014
GENE_10330,0.436926
GENE_9775,0.436907
GENE_4612,0.436882
GENE_3060,0.436873
GENE_6761,0.43686
GENE_11577,0.436853
GENE_6840,0.436746
GENE_206,0.436577
GENE_16768,0.436573
GENE_17703,0.43654
GENE_11138,0.43642
GENE_12676,0.436287
GENE_14814,0.436276
GENE_10284,0.436191
GENE_16913,0.435785
GENE_3838,0.43577
GENE_4599,0.435665
GENE_4280,0.43555
GENE_15093,0.435512
GENE_14864,0.435499
GENE_1685,0.435409
GENE_17593,0.435339
GENE_37,0.435228
GENE_8393,0.435204
GENE_11998,0.435078
GENE_4874,0.434936
GENE_766,0.434896
GENE_11097,0.434866
GENE_3168,0.434861
GENE_10051,0.434811
GENE_10477,0.434804
GENE_10489,0.434787
GENE_1008,0.434671
GENE_1073,0.434664
GENE_7552,0.43464
GENE_17288,0.43454
GENE_9873,0.434182
GENE_1897,0.433818
GENE_6568,0.433796
GENE_12371,0.433413
GENE_7512,0.43339
GENE_3057,0.433256
GENE_8970,0.433256
GENE_16473,0.433212
GENE_480,0.433146
GENE_10952,0.433118
GENE_12041,0.433074
GENE_3458,0.432962
GENE_16309,0.432956
GENE_17253,0.432897
GENE_17578,0.432683
GENE_13959,0.432665
GENE_1542,0.432601
GENE_1698,0.432317
GENE_17066,0.432246
GENE_5016,0.432054
GENE_7994,0.431977
GENE_16507,0.431908
GENE_6381,0.43189
GENE_3339,0.431806
GENE_15774,0.431679
GENE_7336,0.431676
GENE_14543,0.431425
GENE_4556,0.431341
GENE_891,0.431245
GENE_17694,0.431163
GENE_11420,0.431156
GENE_11671,0.431052
GENE_2880,0.430931
GENE_9169,0.430763
GENE_5774,0.430761
GENE_12842,0.430686
GENE_7657,0.430609
GENE_12233,0.430567
GENE_7579,0.430557
GENE_10369,0.430542
GENE_16735,0.430441
GENE_2383,0.430435
GENE_10950,0.430153
GENE_5702,0.430143
GENE_1098,0.430094
GENE_2204,0.430051
GENE_15936,0.429974
GENE_4499,0.429873
GENE_7326,0.429848
GENE_1127,0.429769
GENE_7322,0.429667
GENE_3619,0.429636
GENE_986,0.429588
GENE_2498,0.429521
GENE_998,0.429456
GENE_11031,0.429452
GENE_7017,0.428735
GENE_10225,0.428724
GENE_5763,0.428478
GENE_14041,0.428456
GENE_7418,0.428392
GENE_11193,0.428313
GENE_15907,0.428311
GENE_8272,0.428291
GENE_17684,0.428235
GENE_16159,0.428202
GENE_3487,0.42818
GENE_11077,0.428168
GENE_15594,0.42814
GENE_16308,0.428064
GENE_12271,0.427729
GENE_7929,0.427549
GENE_17679,0.427509
GENE_17068,0.427504
GENE_1707,0.427225
GENE_889,0.42708
GENE_14238,0.427051
GENE_11201,0.426991
GENE_6013,0.426817
GENE_17511,0.426793
GENE_5399,0.426784
GENE_6183,0.426651
GENE_17614,0.426622
GENE_315,0.426545
GENE_8192,0.426491
GENE_11401,0.426483
GENE_16863,0.42633
GENE_9847,0.426298
GENE_13024,0.426247
GENE_3587,0.426119
GENE_2817,0.425862
GENE_15902,0.425638
GENE_14573,0.42561
GENE_2992,0.425548
GENE_510,0.425534
GENE_3329,0.425493
GENE_827,0.425479
GENE_15881,0.425338
GENE_7834,0.425319
GENE_9514,0.425229
GENE_793,0.425227
GENE_3381,0.425147
GENE_7612,0.425093
GENE_1358,0.424958
GENE_2632,0.424958
GENE_6621,0.424945
GENE_2945,0.424931
GENE_5436,0.424814
GENE_14463,0.424814
GENE_3211,0.424736
GENE_10349,0.424649
GENE_9005,0.424586
GENE_8265,0.424486
GENE_7407,0.424458
GENE_14911,0.42445
GENE_9620,0.424431
GENE_13074,0.42441
GENE_17793,0.424401
GENE_4525,0.424353
GENE_14669,0.424138
GENE_7277,0.424094
GENE_2475,0.42389
GENE_3055,0.423885
GENE_9813,0.423798
GENE_14820,0.42379
GENE_1148,0.423596
GENE_3317,0.423494
GENE_13616,0.423476
GENE_10381,0.423404
GENE_2086,0.423251
GENE_5719,0.423117
GENE_12153,0.423052
GENE_8228,0.423032
GENE_13207,0.42293
GENE_13154,0.422833
GENE_8115,0.422796
GENE_1158,0.422754
GENE_1648,0.422696
GENE_5071,0.422623
GENE_8255,0.422569
GENE_3146,0.42247
GENE_8591,0.422307
GENE_6296,0.422216
GENE_2702,0.421938
GENE_4998,0.421904
GENE_12498,0.421844
GENE_9102,0.421836
GENE_6196,0.421591
GENE_10885,0.421271
GENE_13517,0.42123
GENE_3815,0.421204
GENE_1533,0.421171
GENE_6267,0.421103
GENE_1907,0.421061
GENE_16715,0.420976
GENE_15612,0.420971
GENE_4640,0.420953
GENE_15144,0.420755
GENE_6685,0.420733
GENE_9654,0.420714
GENE_17656,0.420614
GENE_11878,0.420536
GENE_6018,0.420459
GENE_3068,0.420411
GENE_5604,0.42041
GENE_4071,0.420317
GENE_3334,0.420251
GENE_1614,0.420221
GENE_9413,0.4202
GENE_16734,0.420097
GENE_17547,0.420082
GENE_2874,0.419996
GENE_6612,0.419961
GENE_4726,0.419944
GENE_9433,0.419762
GENE_829,0.419646
GENE_3760,0.419572
GENE_1941,0.419505
GENE_7546,0.419355
GENE_10638,0.419286
GENE_7193,0.419235
GENE_11988,0.419231
GENE_6110,0.418919
GENE_7965,0.418755
GENE_586,0.418714
GENE_16835,0.418601
GENE_11272,0.41857
GENE_2972,0.418501
GENE_5943,0.418452
GENE_1174,0.418393
GENE_9851,0.418331
GENE_16021,0.418289
GENE_16273,0.418266
GENE_14464,0.418265
GENE_7419,0.418149
GENE_17484,0.418111
GENE_13249,0.418077
GENE_8306,0.417975
GENE_13840,0.417878
GENE_4451,0.417867
GENE_12919,0.417857
GENE_11794,0.417818
GENE_14848,0.417806
GENE_15856,0.417797
GENE_1388,0.41777
GENE_15291,0.417768
GENE_11493,0.417763
GENE_4927,0.417738
GENE_12285,0.417724
GENE_10207,0.41772
GENE_7808,0.417712
GENE_10781,0.417645
GENE_677,0.417644
GENE_13684,0.417642
GENE_3575,0.417639
GENE_14272,0.417592
GENE_13321,0.417564
GENE_16110,0.417513
GENE_5905,0.417486
GENE_2510,0.417449
GENE_10987,0.417427
GENE_2595,0.417345
GENE_6527,0.417344
GENE_5632,0.417336
GENE_7494,0.417287
GENE_1409,0.417257
GENE_6472,0.417227
GENE_15734,0.417204
GENE_6496,0.417135
GENE_13631,0.417126
GENE_12753,0.417119
GENE_6111,0.416992
GENE_1629,0.41699
GENE_4262,0.416907
GENE_755,0.416902
GENE_14266,0.416881
GENE_15549,0.41678
GENE_7453,0.416726
GENE_3484,0.416722
GENE_9917,0.416666
GENE_17590,0.416602
GENE_8156,0.41656
GENE_858,0.416547
GENE_5122,0.416535
GENE_12055,0.416525
GENE_10472,0.416514
GENE_17649,0.416498
GENE_2320,0.416476
GENE_8985,0.416464
GENE_10149,0.416419
GENE_9577,0.416399
GENE_5411,0.416373
GENE_16946,0.416304
GENE_9172,0.416293
GENE_2331,0.416147
GENE_1708,0.416126
GENE_13436,0.415887
GENE_4501,0.415621
GENE_3385,0.415541
GENE_17137,0.415365
GENE_4225,0.415362
GENE_6576,0.415331
GENE_8821,0.415291
GENE_17361,0.415191
GENE_7458,0.415057
GENE_3366,0.414948
GENE_17171,0.414919
GENE_9570,0.414788
GENE_11897,0.414535
GENE_572,0.414497
GENE_6154,0.414354
GENE_4360,0.414338
GENE_2284,0.414267
GENE_1299,0.414202
GENE_9170,0.414143
GENE_4343,0.414061
GENE_1929,0.413996
GENE_14607,0.413996
GENE_8592,0.413926
GENE_1387,0.413912
GENE_8815,0.413896
GENE_4515,0.413836
GENE_8488,0.413721
GENE_13308,0.413712
GENE_8777,0.413708
GENE_6043,0.413674
GENE_5479,0.41358
GENE_5047,0.413507
GENE_16583,0.413505
GENE_13953,0.413501
GENE_16140,0.413486
GENE_1267,0.413343
GENE_334,0.413241
GENE_3337,0.413186
GENE_9238,0.413013
GENE_4486,0.412964
GENE_11608,0.412932
GENE_3828,0.412917
GENE_531,0.412862
GENE_3625,0.412847
GENE_1392,0.41284
GENE_9217,0.412643
GENE_11986,0.412533
GENE_1775,0.412468
GENE_5539,0.412388
GENE_16261,0.412384
GENE_11369,0.412353
GENE_6581,0.412326
GENE_11276,0.412187
GENE_5839,0.411879
GENE_16935,0.411807
GENE_16397,0.411736
GENE_2428,0.411721
GENE_9551,0.411704
GENE_6628,0.411658
GENE_11472,0.411652
GENE_5098,0.41163
GENE_9079,0.411587
GENE_505,0.411567
GENE_2057,0.411558
GENE_1842,0.411538
GENE_4264,0.411478
GENE_14312,0.411478
GENE_17561,0.411423
GENE_8572,0.411397
GENE_1275,0.411371
GENE_10059,0.411298
GENE_10906,0.411287
GENE_14233,0.411278
GENE_17661,0.411275
GENE_14301,0.411231
GENE_1927,0.411228
GENE_1982,0.411222
GENE_10138,0.411029
GENE_4201,0.410878
GENE_9954,0.410807
GENE_7708,0.410792
GENE_5570,0.410758
GENE_1600,0.410735
